,eta_0,omega,meth_init,system_size,var_init,spr2
cg10676084,0.3075433314807113,0.007210500952837589,0.07527172821752205,99.16581364747707,0.07363754886658581,0.22081932282571953
cg27578811,0.4425643846419967,0.0077248733193184945,0.1107089419466261,64.71647612030432,0.1866156405998184,0.2208556241876706
cg24970172,0.27187077529066317,0.01603792626851815,0.4619682639489684,177.0547679150475,9.395288259640447,0.2208990508232747
cg27345757,0.298596567134701,0.004550778087625932,0.07864028870317073,151.45345318771112,0.02275460457297237,0.22092238605235123
cg09191448,0.21490256021156479,0.005781823027934037,0.051244650822781304,160.40774737937247,0.05109862207922797,0.22092289629343836
cg08023684,0.39638417224870964,0.009003030798034096,0.7210752573952944,80.51664179536729,5.3782057974317965,0.22106964548214825
cg12781700,0.37887485686156586,0.0043933258229887,0.05016520923562448,68.4275053929571,0.024681271200620043,0.22114607776738637
cg04444450,0.34337906696872417,0.010070262572937994,0.6457775812215969,99.65917837602771,17.666478110901,0.2212199022532918
cg02385703,0.435507108311564,0.00790401839221304,0.6677178715425802,158.56105417072544,3.1961694093731357,0.2212347972819058
cg14132585,0.3900127125559662,0.012891660471300376,0.6651120971080637,100.84441995275095,2.1839945773913274,0.2212491828888355
cg03200166,0.30855711565087285,0.005269801247784337,0.0645579282063493,101.26919941241422,0.05051606861221944,0.22132134025963268
cg14314729,0.21386242389564206,0.012155319833206295,0.4122608271306952,154.7490774306768,7.388990751539502,0.2214046981871358
cg15655351,0.13663370756968451,0.01448139107371555,0.4378435949146124,93.7363142659161,38.009097411730195,0.22142388330074428
cg01898573,0.14730132751134659,0.010635112231249742,0.4114433429982947,82.30252095113703,5.302059729620935,0.22149099654153165
cg03927133,0.25637559626783335,0.006805680675320261,0.06917846940740144,126.14544329122123,0.17359886878448635,0.22159288977549757
cg15321693,0.32877650760818816,0.008881297172713168,0.5236445387819049,201.36679521168367,1.6421170180742763,0.22172588978646446
cg00529958,0.3122539703998695,0.007073508183873027,0.07792714065834282,109.04674687577472,0.1797472598363115,0.2217286558638524
cg13215110,0.3783235484157469,0.009864650229730177,0.709089593521648,83.7349062414389,9.667880725610406,0.2217377491357508
cg18057497,0.5147262220714327,0.0061823018828397296,0.8183162463555212,84.28990125697777,0.031763781295123084,0.2217731333429478
cg23538901,0.5442923527109649,0.010000066319012292,0.2649991337114746,81.37527782108683,0.8348225460475505,0.2219725352847696
cg09224500,0.4576144308963839,0.008461129337643269,0.6576038701833224,189.63357309001958,8.599187202966785,0.22198881390599817
cg25433915,0.24057610978110922,0.01021453456129377,0.6003313816504753,57.472632067414615,4.016265993959301,0.2221255384651361
cg27213509,0.24844770585978482,0.008888386691410736,0.07996824159014261,174.18889555810554,3.2490069009864415,0.2221309890270638
cg08558886,0.4202191905395538,0.008798179869340289,0.7692391755239448,66.76857984153692,0.06309831611756427,0.22218808586248542
cg21632975,0.4021999452742496,0.007053294266750093,0.1813354559384388,169.10962902300392,8.099961664790625,0.22221157387261628
cg19045573,0.5016615200091475,0.007433235865430941,0.7530213425715616,144.55572518345582,29.077240364632146,0.22221336322956595
cg04955914,0.3563140897333868,0.01096831569423446,0.5502144037136742,167.69187383620115,2.350666288447722,0.2222334485929575
cg22331349,0.46844542353830015,0.011350724598514068,0.24262751705302377,174.1214067337324,47.77814683211738,0.22227094955576668
cg13854896,0.37505905821943575,0.009528540091990957,0.5582962524066846,208.80976820236793,18.906970253475112,0.2222780847697133
cg00637837,0.4564672563363092,0.01669489960713088,0.6629147064566858,162.90971292029272,1.3186010661972902,0.2222907312051789
cg20959829,0.28217834054984403,0.014977881299405906,0.4348999133572026,244.25652730105375,6.403019844902352,0.22235479350880916
cg12214908,0.27022812017175357,0.004422955595119697,0.06871643556875083,136.9055255160904,0.17065042468289968,0.22241360472392094
cg15485728,0.2823755894080837,0.005012334994133178,0.0690111261595553,118.29275378954017,0.035426873242187,0.2224587531010975
cg27459131,0.1489785935690452,0.014778907070420623,0.42549575806671336,79.5093333563749,11.704734441363902,0.22254678275434606
cg08426733,0.22333375845950698,0.008302981648563947,0.37249478674782055,288.9673851238559,2.2971532434257624,0.22256548356216185
cg21784383,0.3479278938296514,0.004110459715082953,0.07220658436149595,102.78829878702355,0.00824217278062992,0.22260835973695825
cg12838303,0.32759079307664596,0.00417540589268282,0.07597290878684312,120.04965418647242,0.015771884899062668,0.2226704488515487
cg04971534,0.31014842423944844,0.006380968931750765,0.07980411589043314,105.93903884883714,0.019095220199904908,0.22297173402026796
cg08509172,0.41711595384046907,0.006657758636588312,0.10421383145002777,75.94877079737363,0.025635001010558437,0.22311156639257812
cg05444038,0.13582161752843053,0.021998749827773386,0.3414085028870541,164.16711775578844,75.11882765570925,0.22313535527298184
cg07873041,0.2835641641256647,0.0035763587769928524,0.04427300738367631,108.3964623007169,0.008816036473097982,0.22319511672753517
cg11415498,0.11977126126718467,0.020658505004311496,0.3391976042124611,102.85777418951803,12.78987419735877,0.22320019290253024
cg16804284,0.2607972409313141,0.005308713413812087,0.08161566751869552,168.0147457941843,0.03782513535190709,0.22327879759089359
cg24895371,0.16865678422838315,0.01019479895825518,0.5044761994631175,68.2038868778902,7.350158830738098,0.22328707905610173
cg12823328,0.2946024327353946,0.008747666134249998,0.6717110308658126,67.00496758495795,8.567854030532896,0.2233184011642542
cg08950945,0.17600401214023134,0.01764070720563406,0.47964754361306894,83.93922838981472,33.564469088713984,0.22333839224964688
cg09636661,0.297537304410226,0.011710720118750026,0.5319729336542963,171.5556722428582,31.37818718455901,0.22336266589656928
cg17241310,0.4061151857258314,0.008350346008432149,0.1644004267208746,115.34847198670403,2.544434088541294,0.22338787737375557
cg22273555,0.19581151818077316,0.010967772435711233,0.3716996409580025,216.7085734562493,17.391999081825276,0.22353688359195029
cg27216880,0.48113973354506084,0.00686440200627368,0.168955353559344,77.52276245659907,0.005021326530814201,0.22354960253123976
cg20102280,0.15893678568130493,0.015262322125376288,0.4824428322062272,59.456484338869906,5.959698542027819,0.2235593770836245
cg25143508,0.3032254495778184,0.008668580497110103,0.44703370592189323,370.86897148905916,19.95222732970053,0.22358125464944573
cg12033216,0.4211576913403276,0.013597517442211632,0.6323145610327966,158.38320833652952,12.145103126373733,0.22361778664705062
cg08473330,0.24817345477351505,0.006719443604675765,0.08328287246871897,164.8340952237592,0.030824001361934476,0.22367541504345298
cg17804348,0.7203577221470798,0.012268751227799161,0.3233610899145471,50.06328718520652,0.01747111332683552,0.22369097522978768
cg04961582,0.36439565162835313,0.00641743581520002,0.1228841758393613,105.20495598127752,0.006488143134943514,0.2237148861010009
cg08625065,0.10563062910851144,0.011448325738044966,0.31598721436102917,129.47293080416708,13.815220790363721,0.22385618960401532
cg01047555,0.4122334403505495,0.009587863081391833,0.12375284778255961,76.2572103359351,0.004315854994986438,0.22387668734662378
cg16818628,0.3615329469418626,0.0028708478259755125,0.030535513539147605,71.04370374632093,0.00040020917507720935,0.22391254288798948
cg24077102,0.3679837624185152,0.007630662983685697,0.12412625234102824,109.86063807532574,1.545190551450652,0.22395115204743818
cg03746976,0.19977423652684376,0.010814276108561031,0.3770901860219726,218.32065331603974,13.24199044860519,0.22410706169621422
cg18358869,0.39327637007831934,0.012256474811233452,0.16699125468145648,122.17865353362463,0.0721249888453087,0.22432367415834872
cg10283268,0.21643284906108567,0.012963642588045714,0.45465965236400663,150.1322427323776,32.20396433219955,0.22433496315709142
cg09312999,0.10699071033838053,0.01404279438762745,0.33195316154190563,103.56050629261095,14.040172179405483,0.2243956197030454
cg02378183,0.33084339425001086,0.010535992976466213,0.5409411791642351,281.8880784119963,80.08956202775339,0.22455076765815857
cg18516557,0.3916127643915206,0.005877982131361244,0.11342690484963694,91.07016120852703,0.007089548525191647,0.2246196243988471
cg19792599,0.41337054612426527,0.005152552638858202,0.04678311912374372,55.60801200038274,0.0014487778627903995,0.2246638831290482
cg06904916,0.3839183975543937,0.008247952737082074,0.6684780730352938,126.24593229965673,7.119314688572986,0.22467749157429484
cg07152755,0.2920430031525873,0.004286338441878964,0.0841195002814384,148.69338950664778,0.004035380778184893,0.22469599514949973
cg19612068,0.2717743786260636,0.009167746052037018,0.45316653197189516,248.33866366919085,18.825651377107853,0.22473265801243808
cg22358580,0.32410348152060714,0.010848068939500447,0.15345505205582713,191.50784871293698,8.773796156067043,0.22478992501829984
cg24775076,0.43422977621197634,0.010002364933239305,0.6616075139824487,140.56235739721134,3.9817809366573664,0.22480403323083784
cg21834207,0.5118798933507616,0.007034844486331975,0.1446197853188566,61.502776693450755,0.014263468192311847,0.22484248327646775
cg12252865,0.5886140626466287,0.005566719349613623,0.808865540254474,153.63349035208236,1.7179420123116413,0.2248600529665659
cg16476710,0.1419194108317473,0.020623750759901683,0.354060621798409,116.30440882980781,18.57063364462817,0.2249312025601132
cg21469505,0.14567330765712533,0.014444788865240636,0.40102801028198837,82.38805235158007,8.051568467528654,0.2251018129614432
cg07638761,0.19530569244815224,0.013701823177607111,0.4348591728330958,100.26468938225824,8.597653783295758,0.22514811437331178
cg04061117,0.5155881482276898,0.006179299883361136,0.17622530661265925,77.34084763173654,0.012006328126922644,0.22516591417953175
cg17737681,0.20994122302612725,0.009377440155377219,0.053153607200395775,152.41906723073598,0.1604471805767762,0.22517293031480018
cg13974192,0.4601398176239602,0.0055911179666712,0.0761220788586619,53.218091334497494,0.00492747715810292,0.22517810368080984
cg03625109,0.3293317157742625,0.0074474773176407055,0.10253377770601474,92.98284363854184,0.0885759358192552,0.22526175029482914
cg13640414,0.13513354474130615,0.010172041391410312,0.37844672385504563,102.64981960207136,3.094899184847984,0.2252874147909312
cg19965693,0.1683596295324946,0.013213280220553018,0.39959926548600117,121.24312750436155,16.430786510327295,0.22528773777614022
cg03149128,0.31828887863854877,0.009485498887209778,0.07877672476529478,93.84777848308642,0.14676627610902487,0.22531616044266398
cg03323696,0.5066690972682252,0.007028061955042278,0.11745745881369443,51.29393900695886,0.017230197228969492,0.2254471952869117
cg01582980,0.31485894922261576,0.005183555206389203,0.053667834599196634,82.87253073185416,0.004402300564586285,0.22574240690987496
cg01770755,0.2789149530283644,0.00821507915361898,0.06691809554956049,113.4899922170188,1.3903929399195047,0.22579506207797323
cg07057579,0.4659410518150519,0.010412073109489715,0.2331653794691616,138.68260537012836,5.681797123596025,0.22592368200874818
cg22108374,0.5579619943741119,0.008023484483405459,0.3006220201899485,118.5446051588887,2.4160072693829893,0.22593196599631207
cg01054110,0.4656997286453032,0.0061007984356089805,0.9267247530061039,38.591864098452646,0.0103835075931506,0.22604674925012302
cg26875805,0.35201600992037146,0.009403747057578966,0.12213375542673921,127.22825781337114,4.345131747193642,0.22606252743732683
cg21279804,0.36009269889605267,0.009398618199037062,0.6563435937485218,94.83688388506964,4.664033747616911,0.22608234281074896
cg11412248,0.26255392863546717,0.010769447532890946,0.5212404618221371,107.52343659892288,1.4145482911393754,0.22619261333958546
cg11404915,0.28664416333824605,0.016177158789161084,0.525933721312077,108.70966086110133,0.16631275573210108,0.22624790350859772
cg20075319,0.4768088837203142,0.009195266136839318,0.7551468340633931,110.69092584487277,6.8281376091667045,0.22630293612780897
cg19118660,0.24196926136187846,0.00878361834916542,0.44732268817875925,172.703182549302,3.6591692922699517,0.22631282074532974
cg11215976,0.41066636092870795,0.0033011561326136887,0.05423656539652774,70.56505401961641,0.0026873381326735384,0.22635916687879565
cg02318971,0.30000678939581565,0.00997189562707206,0.13293205153769833,256.3615326152611,21.542907661071695,0.22649392314275094
cg17283453,0.27538512543374966,0.006802606481835709,0.07312348629272168,119.53639165645619,0.5438589144107548,0.22655761533528887
cg24057710,0.2814992548830091,0.007501546421911631,0.4622719412172545,292.3989090300228,15.218665213563762,0.22658692762850982
cg07161822,0.05390493301505071,0.012158785866968053,0.27644021096728655,59.50373293856155,4.1502976820212085,0.22664791588177083
cg16385335,0.49374001070017204,0.010833901861871978,0.7283623430930194,125.02147113030472,2.6443092793437035,0.2266587726138365
cg03708443,0.2625440835762682,0.007716525000797006,0.4642254446934382,192.9360699668777,4.869195236861058,0.22666505105844012
cg21984532,0.20843629569359956,0.012215777213172081,0.5372387394730028,79.77098632510896,34.693244569918875,0.2267171639800451
cg09169591,0.47204587854812385,0.005519581472357066,0.6854743273739621,216.4670183042548,3.500331450831602,0.226740026563622
cg06933824,0.8846093686507495,0.007520007238035167,0.5204882299100702,42.554129047469026,0.015911442122041288,0.2270977511043945
cg11563680,0.5513601379838897,0.007684682732585128,0.17071790304523385,58.80226488093557,0.020675275211783133,0.2272113418400795
cg03705912,0.3502085558807281,0.0067382086580969934,0.0912102612137366,94.96920259089798,0.039731795008507875,0.22723368247446482
cg01725265,0.49677260520272093,0.006299847605257691,0.7876657613227432,119.85652911408738,1.670248088897123,0.22723697544562563
cg03055693,0.42654354759587326,0.00935174440397579,0.6377033172345207,183.81107446189827,4.37936532259331,0.22725018522493273
cg10057309,0.2694492788810006,0.023492570572716514,0.6689711193369884,51.54008030766598,2.7700453827761025,0.22725762049130552
cg06966811,0.44698907679699873,0.010935652136674181,0.23239189721937267,131.13748808711338,0.44397673429116924,0.2273395576693406
cg27666108,0.1616347068275604,0.014396922322693875,0.37490117859405026,162.4573955148572,41.48817287889277,0.22735829700844654
cg04479264,0.2755839151710393,0.011955655587982582,0.48798597275491357,157.4576027209374,9.052003948304117,0.22742703504601997
cg20585530,0.3534464786492986,0.0037342457540444312,0.04902075845042381,82.47862032140144,0.0031564062390573,0.22761282807658567
cg26682566,0.16505296790569077,0.020894453389567694,0.6242778408962556,31.03573041664892,0.0917965304250517,0.22769791635104286
cg11076306,0.34047327644257325,0.012636183859558585,0.6486988983331816,83.55289886826031,7.777416353105786,0.22771047509681844
cg26090107,0.3207564366851624,0.002996843178885862,0.045682789649144004,97.88519782990802,0.0027240648289196118,0.22772585964779904
cg10633911,0.325770128198681,0.009233154072683273,0.5514833863415523,200.8729144587819,32.78315462341959,0.2278044931830631
cg11446602,0.8089482660407468,0.013258098613773063,0.6526242773571582,336.64449024176514,121.57249035705591,0.227818275754876
cg14424450,0.295183583750042,0.004449761867195631,0.08939109013627007,148.04470748598135,0.010856412811114335,0.22785941106910107
cg19453093,0.2053352651858612,0.012170270320291564,0.44965964343519443,127.24156778475712,18.197110105328704,0.22786463979155872
cg13368923,0.23087943611160494,0.005041264173252545,0.04489488336531851,136.66094410762375,0.012904172810774914,0.22795120493890078
cg24624901,0.25866482668306556,0.004082428353802693,0.05329370220380345,134.81552005263197,0.005461272574062438,0.22800692750772059
cg15027907,0.37944474606266715,0.008900860854928666,0.08694428059970725,70.6773730407721,0.08772849616034781,0.2281091654823364
cg22015283,0.2889867470542552,0.007861280821807915,0.438456639980627,435.346006662408,29.72225590208812,0.22811142079275154
cg06874016,0.15558846514878769,0.012046416213921468,0.3368396288123079,175.1365737794436,11.935183837759617,0.22812465533499293
cg08594592,0.4181093231431086,0.008100494949172527,0.6276068994640609,181.49252827702446,2.4621073225202204,0.22815438113879552
cg18565342,0.252244590430126,0.005886681364216882,0.064616373185686,144.61155511706752,0.07215448629639605,0.22818204707648074
cg23290344,0.32814961576132873,0.004896804790652241,0.03839830461492412,69.23151724459754,0.005641953596182821,0.22820483420030996
cg09462769,0.5326182607444825,0.008023091939737189,0.7105189044720702,258.4399837159249,7.136839807801255,0.2282567565351804
cg25940196,0.14345092295750622,0.013837008075401383,0.38088194167985356,110.42136209258722,14.666892865057717,0.22836079845655494
cg24927800,0.33947483900912695,0.004762556806027371,0.048495797884622285,94.94673609733216,0.023934189981459172,0.22837323283705277
cg01910639,0.4383559720018567,0.011750670210528736,0.6310779827623465,212.4988063357728,13.919055443697784,0.22842428041492174
cg11354629,0.23311969306101146,0.007096517067970459,0.06605450920974384,159.042477083999,0.10240441717083414,0.22850438751284685
cg04360793,0.6314900801319361,0.0070272066700736106,0.19983092269613048,46.00447194047913,0.009569293683224372,0.22858723301010808
cg11960359,0.2355426718188393,0.010228082069502133,0.7244806225663109,33.541562320469666,0.06902083658020951,0.22869026062515257
cg02151519,0.20783570563949652,0.00951094207738847,0.39774922702686644,190.4912474517157,7.402765080476171,0.22870065966318226
cg16150752,0.3817947498529794,0.0034854182976166814,0.030165673551675626,58.98472579972096,0.001927433731632629,0.2287350274003562
cg17712694,0.382799152079515,0.003741535599524061,0.030605090635956553,60.765361617619504,0.0025292094445636556,0.22875790202348525
cg12497914,0.30003371867629575,0.005316802528287129,0.056886413622644405,115.71897275453655,0.03158773942241937,0.2288628502109614
cg12638731,0.3204185688658595,0.0060058048088848315,0.07637939032783435,109.97061377495328,0.027071167922433612,0.22898590894106544
cg25535569,0.0917938727100386,0.014019815818097687,0.30531684870891,88.57168437934055,6.704145588552622,0.22903180672355702
cg06943835,0.508639858395927,0.010931630072537099,0.662549840982718,427.6738367862242,66.49745045099816,0.22906714792265392
cg18150280,0.11928691256194654,0.01612835896465224,0.2828890874805796,175.81530219734373,26.55216338357981,0.22909873267748118
cg04905434,0.26056333396364006,0.0035877275128301193,0.030390760591576298,125.70797483582697,0.005825676822611305,0.22913016203057085
cg05009601,0.3323139603707564,0.0065616672626607015,0.10544412218424841,131.36996165713626,0.06697027727007278,0.22933171089755972
cg24150153,0.23578347688671442,0.009843822930228627,0.07680800127529866,159.32040921674493,0.11386146563348086,0.22935585398976088
cg14039301,0.35156411701154117,0.009411469433585484,0.5225274953373995,277.80808016755975,15.874502901722423,0.22950571006887244
cg08186362,0.2994347626215817,0.002506437922172191,0.026885664544930663,112.74209024145165,0.0016922145982233145,0.2295670804040416
cg08189998,0.42579061741855145,0.006584510822308316,0.6122761010372121,244.02763439679578,0.25815456640206935,0.22973410466733835
cg00875989,0.4239244580834264,0.008306346950590994,0.18796180338217275,149.82329259103324,6.584961768296998,0.22983530075527212
cg00062437,0.4026200319628789,0.009700578975641881,0.5490413733149071,383.89086697535805,13.203411040340319,0.2299243892420264
cg20040969,0.21780700667207345,0.0061403914197616484,0.04725576180040344,165.60671076473383,0.364773663278659,0.2299729209927943
cg18023598,0.36465004437977877,0.012106339553801884,0.1582426278419015,201.80443722154328,32.618710092377896,0.2301699321861341
cg17365308,0.42421779681020844,0.01764189527226222,0.7250826998562008,83.7627715373811,0.10667619510804097,0.23019477884109518
cg11480800,0.22152151550092472,0.006231860677457597,0.06302407833090519,158.86350896664734,0.007475206708288254,0.23022372738111524
cg23534245,0.24289815089808464,0.006238467367584156,0.5262622872530863,95.77810822797626,0.0965430802534413,0.23028524373987824
cg10001186,0.2741507014167648,0.010041450690756881,0.5641173637797375,142.032536567239,30.590955890182048,0.23038598102628302
cg20543183,0.3209312839027679,0.0062033634640583915,0.5323750106636447,240.93209623295883,12.408483601200892,0.23045750417091956
cg00503840,0.29527866342787007,0.007608729682051196,0.09045651667994652,144.29776446749705,1.6031454462784733,0.23047487751668666
cg22328786,0.3842503670305237,0.004764000438150195,0.04162016760581535,65.46168117844185,0.0021971150429463482,0.23051961292619297
cg02141604,0.41529167591978366,0.008156726746982602,0.6613312419339189,149.64058620655246,4.751899912863744,0.23059534368940268
cg03422911,0.3880746964588057,0.007762158461744872,0.1440834855928256,127.35620861349663,2.0905460415379675,0.2306613405941866
cg03105604,0.0946686319636424,0.016367983688025715,0.25652934201609506,73.76179084590933,11.65684766827375,0.23073473493232782
cg19142089,0.23650875286319736,0.010146995119223519,0.5577397058503699,72.84774031076653,4.2107914880329025,0.23074888119781076
cg13398472,0.2742484120515603,0.007994727777911222,0.11180188877721603,183.71358331448624,0.12194064721226884,0.23075482952914514
cg02759869,0.16934986813557557,0.009867080938242736,0.3631127295279586,150.02414885055612,3.556798502157578,0.2307707745844432
cg01302656,0.33353653698533037,0.007146490142657282,0.10677587196787261,124.13187661223196,0.6826555997343644,0.23078461839329265
cg07639287,0.3203582843942232,0.00869671397520173,0.13759235655515187,199.10665521154107,5.358843850899206,0.23078783137396316
cg12848065,0.37823137619642155,0.008392179531727958,0.1465690476933116,110.47783649207939,0.15016337583745173,0.23090483885267735
cg02374745,0.49878535868424095,0.004274772867213226,0.06742974495219434,54.36326422862726,0.002362823926466458,0.23094389462798995
cg07184080,0.29183680030643694,0.009178327905187694,0.7009752697907377,58.252535690202315,4.353458867409768,0.23097213038464198
cg09748749,0.2167939247487561,0.01079167291232311,0.4356289748658603,136.4488446327887,3.834716400030758,0.2310012407887624
cg24698655,0.2988959119098162,0.009709923907261728,0.11954694506666405,153.97651182801505,0.7377033153499414,0.23101798940429336
cg26788947,0.2702746586170177,0.00848392630136064,0.585489542024663,80.2232375187883,0.27568883986116394,0.23102864797137226
cg12899747,0.07664992881533793,0.015081688089997995,0.39379784910918664,43.030992893878974,0.14826475287628044,0.23108225810113955
cg01838523,0.280062639680001,0.010493288136879234,0.49099112959437086,187.11141104747847,12.407334539389245,0.23110017821218135
cg19852660,0.4599798293854093,0.005732328191831202,0.7669241864577238,104.00753511515542,0.582434974210903,0.23113334044182376
cg10716444,0.33955792617902975,0.011381438381159507,0.698176593849243,64.95938846990124,4.896478232550565,0.23120410968765798
cg14951598,0.30516290576415916,0.005288218345242563,0.05596527727965015,101.4317000096727,0.021715546089128693,0.23124029175521066
cg00067981,0.22177802357042647,0.011297957309727475,0.450186511375443,134.6883898051511,7.768813088527847,0.23128410557073034
cg04103761,0.277402939219017,0.003627709839861148,0.07226139462633994,185.79746564538283,0.044242788695513624,0.23141241104274804
cg20588519,0.3421545389036074,0.005218168117520691,0.812851293604402,53.04024063542214,0.013740443863576157,0.23148666841759957
cg07174121,0.4571734231122193,0.010644958064649553,0.5978650101399513,378.7511852140383,16.359411264715906,0.23169101162748554
cg15128842,0.21160952524756735,0.015455970284783616,0.4655384115328497,99.1636921240599,17.23975744251261,0.23179002173709867
cg08310088,0.31514490836282055,0.009778931534183409,0.5022663254852274,211.92262573601852,5.796083147710215,0.23184022705357923
cg06819923,0.3587906118920249,0.013101299088730317,0.635079839252809,100.36879828992815,0.3143430545882568,0.2319095824145144
cg24892069,0.2445971086738593,0.019003622917904667,0.7347388575061391,34.17906384696854,1.5553036209450581,0.23196259332471597
cg11405195,0.3321944990276361,0.009411495988271129,0.582466614570559,125.90714991096561,0.43959368720733977,0.23202907103429074
cg00891995,0.12792654405034642,0.018160572101826505,0.3771364241170133,80.16407221420212,4.786139327314041,0.23206337268313995
cg20105297,0.19380094241526846,0.011807359153276848,0.3663374618067628,241.10963512205956,23.84430690112913,0.23216563931924417
cg27589809,0.4591592631149354,0.010264611956246386,0.7024489123735633,131.96767196855433,6.409603080024975,0.23222572368830893
cg08777703,0.4706814690929528,0.00947828313235513,0.7157194933659624,127.62234877483692,0.7079762550640475,0.2323251366095589
cg02355885,0.263306862598369,0.0037015088624830885,0.03699243158472087,121.13390848958952,0.0031900851187905803,0.23233038306078554
